,Sentence,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
375,He had waited five years and bought a mansion where he dispensed starlight to casual moths—so that he could “come over” some afternoon to a stranger’s garden.,0.2023,0.07,0.0,0.93,1,0,0
376,"“And your house is right next door.” “Oh!” “I think he half expected her to wander into one of his parties, some night,” went on Jordan, “but she never did.",0.4574,0.094,0.0,0.906,1,0,0
377,"Then he began asking people casually if they knew her, and I was the first one he found.",0.1779,0.096,0.0,0.904,1,0,0
378,"‘I want to see her right next door.’ “When I said you were a particular friend of Tom’s, he started to abandon the whole idea.",0.1531,0.164,0.106,0.73,1,0,0
379,"He doesn’t know very much about Tom, though he says he’s read a Chicago paper for years just on the chance of catching a glimpse of Daisy’s name.” It was dark now, and as we dipped under a little bridge I put my arm around Jordan’s golden shoulder and drew her toward me and asked her to dinner.",0.25,0.036,0.0,0.964,1,0,0
380,"A phrase began to beat in my ears with a sort of heady excitement: “There are only the pursued, the pursuing, the busy, and the tired.” “And Daisy ought to have something in her life,” murmured Jordan to me.",0.4417,0.075,0.0,0.925,1,0,0
381,“Does she want to see Gatsby?” “She’s not to know about it.,0.0772,0.106,0.0,0.894,1,0,0
382,Gatsby doesn’t want her to know.,0.0772,0.206,0.0,0.794,1,0,0
383,"Her wan, scornful mouth smiled, and so I drew her up again closer, this time to my face.",0.1779,0.164,0.131,0.704,1,0,0
384,"At first I thought it was another party, a wild rout that had resolved itself into “hide-and-go-seek” or “sardines-in-the-box” with all the house thrown open to the game.",0.5267,0.155,0.0,0.845,1,0,0
385,"“Your place looks like the World’s Fair,” I said.",0.3612,0.263,0.0,0.737,1,0,0
386,"I haven’t made use of it all summer.” “I’ve got to go to bed.” “All right.” He waited, looking at me with suppressed eagerness.",0.4019,0.109,0.0,0.891,1,0,0
387,“I don’t want to put you to any trouble.” “What day would suit you?” “What day would suit you?” he corrected me quickly.,0.168,0.07,0.0,0.93,1,0,0
388,"“Why, I thought—why, look here, old sport, you don’t make much money, do you?” “Not very much.” This seemed to reassure him and he continued more confidently.",0.6997,0.194,0.0,0.806,1,0,0
389,"“I thought you didn’t, if you’ll pardon my—you see, I carry on a little business on the side, a sort of side line, you understand.",0.3182,0.099,0.0,0.901,1,0,0
390,"And I thought that if you don’t make very much—You’re selling bonds, aren’t you, old sport?” “Trying to.” “Well, this would interest you.",0.4588,0.125,0.0,0.875,1,0,0
391,It wouldn’t take up much of your time and you might pick up a nice bit of money.,0.4215,0.149,0.0,0.851,1,0,0
392,"He waited a moment longer, hoping I’d begin a conversation, but I was too absorbed to be responsive, so he went unwillingly home.",0.631,0.222,0.0,0.778,1,0,0
393,The evening had made me lightheaded and happy; I think I walked into a deep sleep as I entered my front door.,0.5719,0.179,0.0,0.821,1,0,0
394,“What?” “Don’t bring Tom.” “Who is ‘Tom’?” she asked innocently.,0.4137,0.235,0.0,0.765,1,0,0
395,The day agreed upon was pouring rain.,0.2732,0.259,0.0,0.741,1,0,0
396,"“The grass looks fine, if that’s what you mean.” “What grass?” he inquired blankly.",0.2023,0.122,0.0,0.878,1,0,0
397,Together we scrutinized the twelve lemon cakes from the delicatessen shop.,0.1027,0.123,0.0,0.877,1,0,0
398,"They’re fine!” and he added hollowly, “… old sport.” The rain cooled about half-past three to a damp mist, through which occasional thin drops swam like dew.",0.4199,0.1,0.0,0.9,1,0,0
399,"Daisy’s face, tipped sideways beneath a three-cornered lavender hat, looked out at me with a bright ecstatic smile.",0.8271,0.401,0.0,0.599,1,0,0
400,"“Is this absolutely where you live, my dearest one?” The exhilarating ripple of her voice was a wild tonic in the rain.",0.743,0.249,0.0,0.751,1,0,0
401,"A damp streak of hair lay like a dash of blue paint across her cheek, and her hand was wet with glistening drops as I took it to help her from the car.",0.8126,0.237,0.0,0.763,1,0,0
402,"“Are you in love with me,” she said low in my ear, “or why did I have to come alone?” “That’s the secret of Castle Rackrent.",0.4767,0.143,0.072,0.785,1,0,0
403,To my overwhelming surprise the living-room was deserted.,0.2732,0.231,0.0,0.769,1,0,0
404,“What’s funny?” She turned her head as there was a light dignified knocking at the front door.,0.4939,0.176,0.0,0.824,1,0,0
405,It wasn’t a bit funny.,0.4404,0.492,0.0,0.508,1,0,0
406,"Then from the living-room I heard a sort of choking murmur and part of a laugh, followed by Daisy’s voice on a clear artificial note: “I certainly am awfully glad to see you again.” A pause; it endured horribly.",0.6369,0.255,0.144,0.601,1,0,0
407,"Gatsby, his hands still in his pockets, was reclining against the mantelpiece in a strained counterfeit of perfect ease, even of boredom.",0.296,0.22,0.177,0.603,1,0,0
408,"His head leaned back so far that it rested against the face of a defunct mantelpiece clock, and from this position his distraught eyes stared down at Daisy, who was sitting, frightened but graceful, on the edge of a stiff chair.",0.1901,0.09,0.096,0.814,1,0,0
409,"His eyes glanced momentarily at me, and his lips parted with an abortive attempt at a laugh.",0.5574,0.194,0.0,0.806,1,0,0
410,"Then he sat down, rigidly, his elbow on the arm of the sofa and his chin in his hand.",0.3612,0.146,0.078,0.776,1,0,0
411,I had them both on their feet with the desperate suggestion that they help me make tea in the kitchen when the demoniac Finn brought it in on a tray.,0.1027,0.087,0.074,0.839,1,0,0
412,Amid the welcome confusion of cups and cakes a certain physical decency established itself.,0.4404,0.295,0.127,0.578,1,0,0
413,"However, as calmness wasn’t an end in itself, I made an excuse at the first possible moment, and got to my feet.",0.4588,0.174,0.0,0.826,1,0,0
414,"Daisy’s sitting in there all alone.” He raised his hand to stop my words, looked at me with unforgettable reproach, and, opening the door cautiously, went back into the other room.",0.25,0.093,0.064,0.843,1,0,0
415,"I walked out the back way—just as Gatsby had when he had made his nervous circuit of the house half an hour before—and ran for a huge black knotted tree, whose massed leaves made a fabric against the rain.",0.0516,0.06,0.055,0.885,1,0,0
416,"There was nothing to look at from under the tree except Gatsby’s enormous house, so I stared at it, like Kant at his church steeple, for half an hour.",0.3612,0.085,0.0,0.915,1,0,0
417,"Americans, while willing, even eager, to be serfs, have always been obstinate about being peasantry.",0.0772,0.141,0.124,0.734,1,0,0
418,"After half an hour, the sun shone again, and the grocer’s automobile rounded Gatsby’s drive with the raw material for his servants’ dinner—I felt sure he wouldn’t eat a spoonful.",0.3182,0.076,0.0,0.924,1,0,0
419,"While the rain continued it had seemed like the murmur of their voices, rising and swelling a little now and then with gusts of emotion.",0.3612,0.098,0.0,0.902,1,0,0
420,"“It’s stopped raining.” “Has it?” When he realized what I was talking about, that there were twinkle-bells of sunshine in the room, he smiled like a weather man, like an ecstatic patron of recurrent light, and repeated the news to Daisy.",0.9201,0.301,0.038,0.661,1,0,0
421,"It’s stopped raining.” “I’m glad, Jay.” Her throat, full of aching, grieving beauty, told only of her unexpected joy.",0.4939,0.331,0.262,0.406,1,0,0
422,"“I want you and Daisy to come over to my house,” he said, “I’d like to show her around.” “You’re sure you want me to come?” “Absolutely, old sport.” Daisy went upstairs to wash her face—too late I thought with humiliation of my towels—while Gatsby and I waited on the lawn.",0.1779,0.134,0.067,0.799,1,0,0
423,"“My house looks well, doesn’t it?” he demanded.",0.0516,0.21,0.19,0.6,1,0,0
424,“See how the whole front of it catches the light.” I agreed that it was splendid.,0.7096,0.312,0.0,0.688,1,0,0
425,"“Do you like it?” “I love it, but I don’t see how you live there all alone.” “I keep it always full of interesting people, night and day.",0.7845,0.248,0.0,0.752,1,0,0
426,People who do interesting things.,0.4019,0.403,0.0,0.597,1,0,0
427,Celebrated people.” Instead of taking the shortcut along the Sound we went down to the road and entered by the big postern.,0.5719,0.15,0.0,0.85,1,0,0
428,"With enchanting murmurs Daisy admired this aspect or that of the feudal silhouette against the sky, admired the gardens, the sparkling odour of jonquils and the frothy odour of hawthorn and plum blossoms and the pale gold odour of kiss-me-at-the-gate.",0.7906,0.189,0.039,0.773,1,0,0
429,As Gatsby closed the door of “the Merton College Library” I could have sworn I heard the owl-eyed man break into ghostly laughter.,0.4939,0.138,0.0,0.862,1,0,0
430,"Sometimes too, he stared around at his possessions in a dazed way, as though in her actual and astounding presence none of it was any longer real.",0.2732,0.098,0.06,0.842,1,0,0
431,"Daisy took the brush with delight, and smoothed her hair, whereupon Gatsby sat down and shaded his eyes and began to laugh.",0.8176,0.273,0.0,0.727,1,0,0
432,"“It’s the funniest thing, old sport,” he said hilariously.",0.5574,0.31,0.0,0.69,1,0,0
433,After his embarrassment and his unreasoning joy he was consumed with wonder at her presence.,0.2263,0.193,0.147,0.66,1,0,0
434,"Now, in the reaction, he was running down like an over-wound clock.",0.3612,0.185,0.0,0.815,1,0,0
435,"Recovering himself in a minute he opened for us two hulking patent cabinets which held his massed suits and dressing-gowns and ties, and his shirts, piled like bricks in stacks a dozen high.",0.3612,0.077,0.0,0.923,1,0,0
436,"While we admired he brought more and the soft rich heap mounted higher—shirts with stripes and scrolls and plaids in coral and apple-green and lavender and faint orange, with monograms of indian blue.",0.7845,0.182,0.0,0.818,1,0,0
437,"“They’re such beautiful shirts,” she sobbed, her voice muffled in the thick folds.",0.25,0.219,0.163,0.618,1,0,0
438,Possibly it had occurred to him that the colossal significance of that light had now vanished forever.,0.2732,0.116,0.0,0.884,1,0,0
439,"Compared to the great distance that had separated him from Daisy it had seemed very near to her, almost touching her.",0.6249,0.17,0.0,0.83,1,0,0
440,His count of enchanted objects had diminished by one.,0.3818,0.245,0.0,0.755,1,0,0
441,"A large photograph of an elderly man in yachting costume attracted me, hung on the wall over his desk.",0.4215,0.141,0.0,0.859,1,0,0
442,"He used to be my best friend years ago.” There was a small picture of Gatsby, also in yachting costume, on the bureau—Gatsby with his head thrown back defiantly—taken apparently when he was about eighteen.",0.8126,0.188,0.0,0.812,1,0,0
443,"“I adore it,” exclaimed Daisy.",0.5574,0.474,0.0,0.526,1,0,0
444,"“Yes … Well, I can’t talk now … I can’t talk now, old sport … I said a small town … He must know what a small town is … Well, he’s no use to us if Detroit is his idea of a small town …” He rang off.",0.25,0.101,0.053,0.845,1,0,0
445,"“Look at that,” she whispered, and then after a moment: “I’d like to just get one of those pink clouds and put you in it and push you around.” I tried to go then, but they wouldn’t hear of it; perhaps my presence made them feel more satisfactorily alone.",0.3963,0.106,0.056,0.838,1,0,0
446,"Then I got up …” “Klipspringer plays the piano,” said Gatsby, cutting him off.",0.128,0.138,0.103,0.759,1,0,0
447,"“Don’t you, Ewing, old sport?” “I don’t play well.",0.5423,0.391,0.0,0.609,1,0,0
448,I don’t—hardly play at all.,0.34,0.444,0.0,0.556,1,0,0
449,I told you I couldn’t play.,0.34,0.444,0.0,0.556,1,0,0
450,"It was the hour of a profound human change, and excitement was generating on the air.",0.4939,0.186,0.0,0.814,1,0,0
451,“One thing’s sure and nothing’s surer The rich get richer and the  poor get—children.,0.8126,0.487,0.131,0.381,1,0,0
452,"In the meantime, In between time—” As I went over to say goodbye I saw that the expression of bewilderment had come back into Gatsby’s face, as though a faint doubt had occurred to him as to the quality of his present happiness.",0.2732,0.082,0.057,0.862,1,0,0
453,"There must have been moments even that afternoon when Daisy tumbled short of his dreams—not through her own fault, but because of the colossal vitality of his illusion.",0.2732,0.096,0.06,0.844,1,0,0
454,"He had thrown himself into it with a creative passion, adding to it all the time, decking it out with every bright feather that drifted his way.",0.8316,0.277,0.0,0.723,1,0,0
455,"His hand took hold of hers, and as she said something low in his ear he turned toward her with a rush of emotion.",0.2732,0.122,0.08,0.798,1,0,0
456,"I think that voice held him most, with its fluctuating, feverish warmth, because it couldn’t be over-dreamed—that voice was a deathless song.",0.4588,0.136,0.0,0.864,1,0,0
457,"They had forgotten me, but Daisy glanced up and held out her hand; Gatsby didn’t know me now at all.",0.5927,0.181,0.061,0.758,1,0,0
458,"I looked once more at them and they looked back at me, remotely, possessed by intense life.",0.0772,0.08,0.0,0.92,1,0,0
459,About this time an ambitious young reporter from New York arrived one morning at Gatsby’s door and asked him if he had anything to say.,0.4767,0.114,0.0,0.886,1,0,0
460,"Gatsby’s notoriety, spread about by the hundreds who had accepted his hospitality and so become authorities upon his past, had increased all summer until he fell just short of being news.",0.4939,0.127,0.0,0.873,1,0,0
461,"Contemporary legends such as the “underground pipeline to Canada” attached themselves to him, and there was one persistent story that he didn’t live in a house at all, but in a boat that looked like a house and was moved secretly up and down the Long Island shore.",0.5023,0.069,0.0,0.931,1,0,0
462,"Just why these inventions were a source of satisfaction to James Gatz of North Dakota, isn’t easy to say.",0.7003,0.266,0.0,0.734,1,0,0
463,"James Gatz—that was really, or at least legally, his name.",0.1027,0.135,0.0,0.865,1,0,0
464,He had changed it at the age of seventeen and at the specific moment that witnessed the beginning of his career—when he saw Dan Cody’s yacht drop anchor over the most insidious flat on Lake Superior.,0.34,0.088,0.053,0.859,1,0,0
465,"I suppose he’d had the name ready for a long time, even then.",0.3612,0.2,0.0,0.8,1,0,0
466,"The truth was that Jay Gatsby of West Egg, Long Island, sprang from his Platonic conception of himself.",0.3182,0.119,0.0,0.881,1,0,0
467,"He was a son of God—a phrase which, if it means anything, means just that—and he must be about His Father’s business, the service of a vast, vulgar, and meretricious beauty.",0.5859,0.119,0.0,0.881,1,0,0
468,"So he invented just the sort of Jay Gatsby that a seventeen-year-old boy would be likely to invent, and to this conception he was faithful to the end.",0.4404,0.1,0.0,0.9,1,0,0
469,For over a year he had been beating his way along the south shore of Lake Superior as a clam-digger and a salmon-fisher or in any other capacity that brought him food and bed.,0.128,0.099,0.085,0.817,1,0,0
470,The most grotesque and fantastic conceits haunted him in his bed at night.,0.1935,0.215,0.173,0.612,1,0,0
471,Each night he added to the pattern of his fancies until drowsiness closed down upon some vivid scene with an oblivious embrace.,0.3182,0.099,0.0,0.901,1,0,0
472,"For a while these reveries provided an outlet for his imagination; they were a satisfactory hint of the unreality of reality, a promise that the rock of the world was founded securely on a fairy’s wing.",0.7351,0.199,0.0,0.801,1,0,0
473,"An instinct toward his future glory had led him, some months before, to the small Lutheran College of St. Olaf’s in southern Minnesota.",0.5423,0.137,0.0,0.863,1,0,0
474,"Then he drifted back to Lake Superior, and he was still searching for something to do on the day that Dan Cody’s yacht dropped anchor in the shallows alongshore.",0.5423,0.111,0.0,0.889,1,0,0
475,"To young Gatz, resting on his oars and looking up at the railed deck, that yacht represented all the beauty and glamour in the world.",0.802,0.238,0.0,0.762,1,0,0
476,I suppose he smiled at Cody—he had probably discovered that people liked him when he smiled.,0.8689,0.45,0.0,0.55,1,0,0
477,At any rate Cody asked him a few questions (one of them elicited the brand new name) and found that he was quick and extravagantly ambitious.,0.4767,0.114,0.0,0.886,1,0,0
478,"He was employed in a vague personal capacity—while he remained with Cody he was in turn steward, mate, skipper, secretary, and even jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk might soon be about, and he provided for such contingencies by reposing more and more trust in Gatsby.",0.2632,0.069,0.068,0.862,1,0,0
479,Sometimes in the course of gay parties women used to rub champagne into his hair; for himself he formed the habit of letting liquor alone.,0.4404,0.17,0.069,0.761,1,0,0
480,"He never understood the legal device that was used against him, but what remained of the millions went intact to Ella Kaye.",0.2535,0.094,0.051,0.855,1,0,0
481,"He told me all this very much later, but I’ve put it down here with the idea of exploding those first wild rumours about his antecedents, which weren’t even faintly true.",0.5719,0.11,0.0,0.89,1,0,0
482,"So I take advantage of this short halt, while Gatsby, so to speak, caught his breath, to clear this set of misconceptions away.",0.5965,0.196,0.0,0.804,1,0,0
483,"I was startled, naturally, but the really surprising thing was that it hadn’t happened before.",0.4097,0.188,0.082,0.73,1,0,0
484,"They were a party of three on horseback—Tom and a man named Sloane and a pretty woman in a brown riding-habit, who had been there previously.",0.7096,0.228,0.0,0.772,1,0,0
485,"“I’m delighted to see you,” said Gatsby, standing on his porch.",0.5106,0.248,0.0,0.752,1,0,0
486,“I’m delighted that you dropped in.” As though they cared!,0.75,0.444,0.0,0.556,1,0,0
487,"No, thanks.",0.1779,0.569,0.431,0.0,1,0,0
488,A little champagne?,0.228,0.656,0.0,0.344,1,0,0
489,"Nothing at all, thanks … I’m sorry— “Did you have a nice ride?” “Very good roads around here.” “I suppose the automobiles—” “Yeah.” Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger.",0.7779,0.229,0.054,0.717,1,0,0
490,"“We’ll all come over to your next party, Mr. Gatsby,” she suggested.",0.4019,0.197,0.0,0.803,1,0,0
491,"“What do you say?” “Certainly; I’d be delighted to have you.” “Be ver’ nice,” said Mr. Sloane, without gratitude.",0.1526,0.143,0.117,0.739,1,0,0
492,"I wouldn’t be surprised if some other people dropped in from New York.” “You come to supper with me,” said the lady enthusiastically.",0.6705,0.216,0.0,0.784,1,0,0
493,“I’d love to have you.,0.6369,0.512,0.0,0.488,1,0,0
494,He wanted to go and he didn’t see that Mr. Sloane had determined he shouldn’t.,0.34,0.146,0.0,0.854,1,0,0
495,"Excuse me for just a minute.” The rest of us walked out on the porch, where Sloane and the lady began an impassioned conversation aside.",0.0772,0.053,0.0,0.947,1,0,0
496,"“My God, I believe the man’s coming,” said Tom.",0.2732,0.231,0.0,0.769,1,0,0
497,“Doesn’t he know she doesn’t want him?” “She says she does want him.” “She has a big dinner party and he won’t know a soul there.” He frowned.,0.5106,0.187,0.0,0.813,1,0,0
498,"By God, I may be old-fashioned in my ideas, but women run around too much these days to suit me.",0.1406,0.079,0.0,0.921,1,0,0
499,"We’ve got to go.”  And then to me: “Tell him we couldn’t wait, will you?” Tom and I shook hands, the rest of us exchanged a cool nod, and they trotted quickly down the drive, disappearing under the August foliage just as Gatsby, with hat and light overcoat in hand, came out the front door.",0.6249,0.097,0.025,0.879,1,0,0
500,Perhaps his presence gave the evening its peculiar quality of oppressiveness—it stands out in my memory from Gatsby’s other parties that summer.,0.5106,0.177,0.0,0.823,1,0,0
501,"There were the same people, or at least the same sort of people, the same profusion of champagne, the same many-coloured, many-keyed commotion, but I felt an unpleasantness in the air, a pervading harshness that hadn’t been there before.",0.1531,0.043,0.0,0.957,1,0,0
502,"Or perhaps I had merely grown used to it, grown to accept West Egg as a world complete in itself, with its own standards and its own great figures, second to nothing because it had no consciousness of being so, and now I was looking at it again, through Daisy’s eyes.",0.6705,0.124,0.041,0.835,1,0,0
503,"They arrived at twilight, and, as we strolled out among the sparkling hundreds, Daisy’s voice was playing murmurous tricks in her throat.",0.3612,0.163,0.061,0.776,1,0,0
504,"“These things excite me so,” she whispered.",0.4767,0.341,0.0,0.659,1,0,0
505,"“If you want to kiss me any time during the evening, Nick, just let me know and I’ll be glad to arrange it for you.",0.7269,0.244,0.0,0.756,1,0,0
506,"I’m giving out green—” “Look around,” suggested Gatsby.",0.34,0.255,0.0,0.745,1,0,0
507,"“We don’t go around very much,” he said; “in fact, I was just thinking I don’t know a soul here.” “Perhaps you know that lady.” Gatsby indicated a gorgeous, scarcely human orchid of a woman who sat in state under a white-plum tree.",0.6124,0.1,0.0,0.9,1,0,0
508,"Buchanan … and Mr. Buchanan—” After an instant’s hesitation he added: “the polo player.” “Oh no,” objected Tom quickly, “not me.” But evidently the sound of it pleased Gatsby for Tom remained “the polo player” for the rest of the evening.",0.2023,0.067,0.049,0.884,1,0,0
509,"“I liked that man—what was his name?—with the sort of blue nose.” Gatsby identified him, adding that he was a small producer.",0.4215,0.123,0.0,0.877,1,0,0
510,"“Well, I liked him anyhow.” “I’d a little rather not be the polo player,” said Tom pleasantly, “I’d rather look at all these famous people in—in oblivion.” Daisy and Gatsby danced.",0.7096,0.179,0.0,0.821,1,0,0
511,"I remember being surprised by his graceful, conservative foxtrot—I had never seen him dance before.",0.5994,0.29,0.0,0.71,1,0,0
512,"“A fellow’s getting off some funny stuff.” “Go ahead,” answered Daisy genially, “and if you want to take down any addresses here’s my little gold pencil.” … She looked around after a moment and told me the girl was “common but pretty,” and I knew that except for the half-hour she’d been alone with Gatsby she wasn’t having a good time.",0.5346,0.111,0.04,0.849,1,0,0
513,"That was my fault—Gatsby had been called to the phone, and I’d enjoyed these same people only two weeks before.",0.5106,0.148,0.0,0.852,1,0,0
514,But what had amused me then turned septic on the air now.,0.4215,0.203,0.0,0.797,1,0,0
515,“Your hand shakes.,0.4939,0.615,0.0,0.385,1,0,0
516,I wouldn’t let you operate on me!” It was like that.,0.4199,0.237,0.0,0.763,1,0,0
517,"It occurred to me that he had been very slowly bending toward her all evening to attain this proximity, and even while I watched I saw him stoop one ultimate degree and kiss at her cheek.",0.4215,0.078,0.0,0.922,1,0,0
518,"“I like her,” said Daisy, “I think she’s lovely.” But the rest offended her—and inarguably because it wasn’t a gesture but an emotion.",0.0644,0.075,0.065,0.86,1,0,0
519,It was dark here in front; only the bright door sent ten square feet of light volleying out into the soft black morning.,0.4404,0.116,0.0,0.884,1,0,0
520,"A lot of these newly rich people are just big bootleggers, you know.” “Not Gatsby,” I said shortly.",0.5574,0.194,0.0,0.806,1,0,0
521,"“At least they are more interesting than the people we know,” she said with an effort.",0.4576,0.166,0.0,0.834,1,0,0
522,"“You didn’t look so interested.” “Well, I was.” Tom laughed and turned to me.",0.4588,0.2,0.0,0.8,1,0,0
523,"When the melody rose her voice broke up sweetly, following it, in a way contralto voices have, and each change tipped out a little of her warm human magic upon the air.",0.235,0.137,0.081,0.782,1,0,0
524,"They simply force their way in and he’s too polite to object.” “I’d like to know who he is and what he does,” insisted Tom.",0.3612,0.094,0.0,0.906,1,0,0
525,"Her glance left me and sought the lighted top of the steps, where “Three O’Clock in the Morning,” a neat, sad little waltz of that year, was drifting out the open door.",0.1779,0.134,0.086,0.78,1,0,0
526,"After all, in the very casualness of Gatsby’s party there were romantic possibilities totally absent from her world.",0.6597,0.252,0.0,0.748,1,0,0
527,"Perhaps some unbelievable guest would arrive, a person infinitely rare and to be marvelled at, some authentically radiant young girl who with one fresh glance at Gatsby, one moment of magical encounter, would blot out those five years of unwavering devotion.",0.8481,0.221,0.0,0.779,1,0,0
528,"Gatsby asked me to wait until he was free, and I lingered in the garden until the inevitable swimming party had run up, chilled and exalted, from the black beach, until the lights were extinguished in the guestrooms overhead.",0.7184,0.143,0.0,0.857,1,0,0
529,"“She didn’t like it,” he said immediately.",0.3612,0.294,0.0,0.706,1,0,0
530,"“Of course she did.” “She didn’t like it,” he insisted.",0.3612,0.217,0.0,0.783,1,0,0
531,"One of them was that, after she was free, they were to go back to Louisville and be married from her house—just as if it were five years ago.",0.5106,0.105,0.0,0.895,1,0,0
532,"“Why of course you can!” He looked around him wildly, as if the past were lurking here in the shadow of his house, just out of reach of his hand.",0.4753,0.139,0.045,0.816,1,0,0
533,"“She’ll see.” He talked a lot about the past, and I gathered that he wanted to recover something, some idea of himself perhaps, that had gone into loving Daisy.",0.5994,0.13,0.0,0.87,1,0,0
534,Now it was a cool night with that mysterious excitement in it which comes at the two changes of the year.,0.6705,0.234,0.0,0.766,1,0,0
535,"He knew that when he kissed this girl, and forever wed his unutterable visions to her perishable breath, his mind would never romp again like the mind of God.",0.5408,0.196,0.063,0.742,1,0,0
536,Then he kissed her.,0.3818,0.464,0.0,0.536,1,0,0
537,At his lips’ touch she blossomed for him like a flower and the incarnation was complete.,0.3612,0.152,0.0,0.848,1,0,0
538,"The grocery boy reported that the kitchen looked like a pigsty, and the general opinion in the village was that the new people weren’t servants at all.",0.3612,0.091,0.0,0.909,1,0,0
539,Half an hour later Daisy herself telephoned and seemed relieved to find that I was coming.,0.3818,0.157,0.0,0.843,1,0,0
540,"The next day was broiling, almost the last, certainly the warmest, of the summer.",0.5908,0.287,0.0,0.713,1,0,0
541,Is it … ?” My commutation ticket came back to me with a dark stain from his hand.,0.4939,0.176,0.0,0.824,1,0,0
542,"That anyone should care in this heat whose flushed lips he kissed, whose head made damp the pyjama pocket over his heart!",0.7263,0.233,0.0,0.767,1,0,0
543,"“I’m sorry, madame, but we can’t furnish it—it’s far too hot to touch this noon!” What he really said was: “Yes … Yes … I’ll see.” He set down the receiver and came toward us, glistening slightly, to take our stiff straw hats.",0.5707,0.087,0.026,0.887,1,0,0
544,"The room, shadowed well with awnings, was dark and cool.",0.5267,0.355,0.0,0.645,1,0,0
545,"Daisy and Jordan lay upon an enormous couch, like silver idols weighing down their own white dresses against the singing breeze of the fans.",0.3612,0.098,0.0,0.902,1,0,0
546,Gatsby stood in the centre of the crimson carpet and gazed around with fascinated eyes.,0.4767,0.181,0.0,0.819,1,0,0
547,"Daisy watched him and laughed, her sweet, exciting laugh; a tiny gust of powder rose from her bosom into the air.",0.9153,0.444,0.0,0.556,1,0,0
548,"“No, he’s not,” I assured her.",0.3612,0.385,0.0,0.615,1,0,0
549,"Gatsby!” He put out his broad, flat hand with well-concealed dislike.",0.2244,0.231,0.172,0.596,1,0,0
550,"“I’m glad to see you, sir … Nick …” “Make us a cold drink,” cried Daisy.",0.1027,0.17,0.148,0.682,1,0,0
551,"As he left the room again she got up and went over to Gatsby and pulled his face down, kissing him on the mouth.",0.5719,0.139,0.0,0.861,1,0,0
552,"“You know I love you,” she murmured.",0.6369,0.457,0.0,0.543,1,0,0
553,"“Come to your own mother that loves you.” The child, relinquished by the nurse, rushed across the room and rooted shyly into her mother’s dress.",0.4588,0.13,0.06,0.81,1,0,0
554,"Stand up now, and say—How-de-do.” Gatsby and I in turn leaned down and took the small reluctant hand.",0.296,0.158,0.099,0.743,1,0,0
555,Afterward he kept looking at the child with surprise.,0.2732,0.208,0.0,0.792,1,0,0
556,"“I got dressed before luncheon,” said the child, turning eagerly to Daisy.",0.3818,0.191,0.0,0.809,1,0,0
557,"“You dream, you.",0.25,0.5,0.0,0.5,1,0,0
558,"You absolute little dream.” “Yes,” admitted the child calmly.",0.3477,0.329,0.0,0.671,1,0,0
559,“Aunt Jordan’s got on a white dress too.” “How do you like mother’s friends?” Daisy turned her around so that she faced Gatsby.,0.3612,0.106,0.0,0.894,1,0,0
560,"“Do you think they’re pretty?” “Where’s Daddy?” “She doesn’t look like her father,” explained Daisy.",0.4329,0.17,0.0,0.83,1,0,0
561,“She looks like me.,0.3612,0.455,0.0,0.545,1,0,0
562,The nurse took a step forward and held out her hand.,0.4939,0.262,0.0,0.738,1,0,0
563,"“Come, Pammy.” “Goodbye, sweetheart!” With a reluctant backward glance the well-disciplined child held to her nurse’s hand and was pulled out the door, just as Tom came back, preceding four gin rickeys that clicked full of ice.",0.3595,0.088,0.051,0.861,1,0,0
564,“It seems that pretty soon the earth’s going to fall into the sun—or wait a minute—it’s just the opposite—the sun’s getting colder every year.,0.4939,0.127,0.0,0.873,1,0,0
565,"“Come outside,” he suggested to Gatsby, “I’d like you to have a look at the place.” I went with them out to the veranda.",0.3612,0.106,0.0,0.894,1,0,0
566,Gatsby’s eyes followed it momentarily; he raised his hand and pointed across the bay.,0.4939,0.198,0.0,0.802,1,0,0
567,Slowly the white wings of the boat moved against the blue cool limit of the sky.,0.3182,0.133,0.0,0.867,1,0,0
568,Ahead lay the scalloped ocean and the abounding blessed isles.,0.5994,0.302,0.0,0.698,1,0,0
569,"“I’d like to be out there with him for about an hour.” We had luncheon in the dining-room, darkened too against the heat, and drank down nervous gaiety with the cold ale.",0.1027,0.072,0.061,0.867,1,0,0
570,"“I’ve heard of making a garage out of a stable,” Tom was saying to Gatsby, “but I’m the first man who ever made a stable out of a garage.” “Who wants to go to town?” demanded Daisy insistently.",0.0772,0.061,0.053,0.886,1,0,0
571,"She had told him that she loved him, and Tom Buchanan saw.",0.5994,0.262,0.0,0.738,1,0,0
572,He was astounded.,0.4215,0.583,0.0,0.417,1,0,0
573,"“You resemble the advertisement of the man,” she went on innocently.",0.34,0.194,0.0,0.806,1,0,0
574,"“You know the advertisement of the man—” “All right,” broke in Tom quickly, “I’m perfectly willing to go to town.",0.34,0.168,0.112,0.72,1,0,0
575,"“Come on, Jordan.” They went upstairs to get ready while we three men stood there shuffling the hot pebbles with our feet.",0.3612,0.106,0.0,0.894,1,0,0
