chap_num,para_num,sent_num,sent_str
5,53,0,"“I’ve got my hands full,” I said"
5,53,1, “I’m much obliged but I couldn’t
5,54,0,take on any more work
5,54,1,”
5,55,0,“You wouldn’t have to do any business with Wolfshiem
5,55,1,” Evidently he
5,56,0,thought that I was shying away from the “gonnegtion” mentioned at
5,57,0,"lunch, but I assured him he was wrong"
5,57,1," He waited a moment longer,"
5,58,0,"hoping I’d begin a conversation, but I was too absorbed to be"
5,59,0,"responsive, so he went unwillingly home"
5,60,0,The evening had made me lightheaded and happy
5,60,1, I think I walked into a
5,61,0,deep sleep as I entered my front door
5,61,1, So I don’t know whether or not
5,62,0,"Gatsby went to Coney Island, or for how many hours he “glanced into"
5,63,0,rooms” while his house blazed gaudily on
5,63,1, I called up Daisy from the
5,64,0,"office next morning, and invited her to come to tea"
5,65,0,"“Don’t bring Tom,” I warned her"
5,66,0,“What
5,66,1,”
5,67,0,“Don’t bring Tom
5,67,1,”
5,68,0,“Who is ‘Tom’
5,68,1,” she asked innocently
5,69,0,The day agreed upon was pouring rain
5,69,1, At eleven o’clock a man in a
5,70,0,"raincoat, dragging a lawn-mower, tapped at my front door and said that"
5,71,0,Mr
5,71,1, Gatsby had sent him over to cut my grass
5,71,2, This reminded me that I
5,72,0,"had forgotten to tell my Finn to come back, so I drove into West Egg"
5,73,0,Village to search for her among soggy whitewashed alleys and to buy
5,74,0,some cups and lemons and flowers
5,75,0,"The flowers were unnecessary, for at two o’clock a greenhouse arrived"
5,76,0,"from Gatsby’s, with innumerable receptacles to contain it"
5,76,1, An hour
5,77,0,"later the front door opened nervously, and Gatsby in a white flannel"
5,78,0,"suit, silver shirt, and gold-coloured tie, hurried in"
5,78,1," He was pale,"
5,79,0,and there were dark signs of sleeplessness beneath his eyes
5,80,0,“Is everything all right
5,80,1,” he asked immediately
5,81,0,"“The grass looks fine, if that’s what you mean"
5,81,1,”
5,82,0,“What grass
5,82,1,” he inquired blankly
5,82,2," “Oh, the grass in the yard"
5,82,3,” He
5,83,0,"looked out the window at it, but, judging from his expression, I don’t"
5,84,0,believe he saw a thing
5,85,0,"“Looks very good,” he remarked vaguely"
5,85,1, “One of the papers said they
5,86,0,thought the rain would stop about four
5,86,1, I think it was The
5,87,0,Journal
5,87,1, Have you got everything you need in the shape of—of tea
5,87,2,”
5,88,0,"I took him into the pantry, where he looked a little reproachfully at"
5,89,0,the Finn
5,89,1, Together we scrutinized the twelve lemon cakes from the
5,90,0,delicatessen shop
5,91,0,“Will they do
5,91,1,” I asked
5,92,0,"“Of course, of course"
5,92,1, They’re fine
5,92,2,"” and he added hollowly, “… old"
5,93,0,sport
5,93,1,”
5,94,0,"The rain cooled about half-past three to a damp mist, through which"
5,95,0,occasional thin drops swam like dew
5,95,1, Gatsby looked with vacant eyes
5,96,0,"through a copy of Clay’s Economics, starting at the Finnish tread that"
5,97,0,"shook the kitchen floor, and peering towards the bleared windows from"
5,98,0,time to time as if a series of invisible but alarming happenings were
5,99,0,taking place outside
5,99,1," Finally he got up and informed me, in an"
5,100,0,"uncertain voice, that he was going home"
5,101,0,“Why’s that
5,101,1,”
5,102,0,“Nobody’s coming to tea
5,102,1, It’s too late
5,102,2,” He looked at his watch as if
5,103,0,there was some pressing demand on his time elsewhere
5,103,1, “I can’t wait
5,104,0,all day
5,104,1,”
5,105,0,“Don’t be silly
5,105,1, it’s just two minutes to four
5,105,2,”
5,106,0,"He sat down miserably, as if I had pushed him, and simultaneously"
5,107,0,there was the sound of a motor turning into my lane
5,107,1, We both jumped
5,108,0,"up, and, a little harrowed myself, I went out into the yard"
5,109,0,Under the dripping bare lilac-trees a large open car was coming up the
5,110,0,drive
5,110,1, It stopped
5,110,2," Daisy’s face, tipped sideways beneath a"
5,111,0,"three-cornered lavender hat, looked out at me with a bright ecstatic"
5,112,0,smile
5,113,0,"“Is this absolutely where you live, my dearest one"
5,113,1,”
5,114,0,The exhilarating ripple of her voice was a wild tonic in the rain
5,114,1, I
5,115,0,"had to follow the sound of it for a moment, up and down, with my ear"
5,116,0,"alone, before any words came through"
5,116,1, A damp streak of hair lay like a
5,117,0,"dash of blue paint across her cheek, and her hand was wet with"
5,118,0,glistening drops as I took it to help her from the car
5,119,0,"“Are you in love with me,” she said low in my ear, “or why did I have"
5,120,0,to come alone
5,120,1,”
5,121,0,“That’s the secret of Castle Rackrent
5,121,1, Tell your chauffeur to go far
5,122,0,away and spend an hour
5,122,1,”
5,123,0,"“Come back in an hour, Ferdie"
5,123,1,” Then in a grave murmur
5,123,2, “His name is
5,124,0,Ferdie
5,124,1,”
5,125,0,“Does the gasoline affect his nose
5,125,1,”
5,126,0,"“I don’t think so,” she said innocently"
5,126,1, “Why
5,126,2,”
5,127,0,We went in
5,127,1, To my overwhelming surprise the living-room was deserted
5,128,0,"“Well, that’s funny,” I exclaimed"
5,129,0,“What’s funny
5,129,1,”
5,130,0,She turned her head as there was a light dignified knocking at the
5,131,0,front door
5,131,1, I went out and opened it
5,131,2," Gatsby, pale as death, with his"
5,132,0,"hands plunged like weights in his coat pockets, was standing in a"
5,133,0,puddle of water glaring tragically into my eyes
5,134,0,With his hands still in his coat pockets he stalked by me into the
5,135,0,"hall, turned sharply as if he were on a wire, and disappeared into the"
5,136,0,living-room
5,136,1, It wasn’t a bit funny
5,136,2, Aware of the loud beating of my
5,137,0,own heart I pulled the door to against the increasing rain
5,138,0,For half a minute there wasn’t a sound
5,138,1, Then from the living-room I
5,139,0,"heard a sort of choking murmur and part of a laugh, followed by"
5,140,0,Daisy’s voice on a clear artificial note
5,141,0,“I certainly am awfully glad to see you again
5,141,1,”
5,142,0,A pause
5,142,1, it endured horribly
5,142,2," I had nothing to do in the hall, so I"
5,143,0,went into the room
5,144,0,"Gatsby, his hands still in his pockets, was reclining against the"
5,145,0,"mantelpiece in a strained counterfeit of perfect ease, even of"
5,146,0,boredom
5,146,1, His head leaned back so far that it rested against the face
5,147,0,"of a defunct mantelpiece clock, and from this position his distraught"
5,148,0,"eyes stared down at Daisy, who was sitting, frightened but graceful,"
5,149,0,on the edge of a stiff chair
5,150,0,"“We’ve met before,” muttered Gatsby"
5,150,1, His eyes glanced momentarily at
5,151,0,"me, and his lips parted with an abortive attempt at a laugh"
5,151,1, Luckily
5,152,0,the clock took this moment to tilt dangerously at the pressure of his
5,153,0,"head, whereupon he turned and caught it with trembling fingers, and"
5,154,0,set it back in place
5,154,1," Then he sat down, rigidly, his elbow on the arm"
5,155,0,of the sofa and his chin in his hand
5,156,0,"“I’m sorry about the clock,” he said"
5,157,0,My own face had now assumed a deep tropical burn
5,157,1, I couldn’t muster up
5,158,0,a single commonplace out of the thousand in my head
5,159,0,"“It’s an old clock,” I told them idiotically"
5,160,0,I think we all believed for a moment that it had smashed in pieces on
5,161,0,the floor
5,162,0,"“We haven’t met for many years,” said Daisy, her voice as"
5,163,0,matter-of-fact as it could ever be
5,164,0,“Five years next November
5,164,1,”
5,165,0,The automatic quality of Gatsby’s answer set us all back at least
5,166,0,another minute
5,166,1, I had them both on their feet with the desperate
5,167,0,suggestion that they help me make tea in the kitchen when the demoniac
5,168,0,Finn brought it in on a tray
5,169,0,Amid the welcome confusion of cups and cakes a certain physical
5,170,0,decency established itself
5,170,1," Gatsby got himself into a shadow and,"
5,171,0,"while Daisy and I talked, looked conscientiously from one to the other"
5,172,0,"of us with tense, unhappy eyes"
5,172,1," However, as calmness wasn’t an end in"
5,173,0,"itself, I made an excuse at the first possible moment, and got to my"
5,174,0,feet
5,175,0,“Where are you going
5,175,1,” demanded Gatsby in immediate alarm
5,176,0,“I’ll be back
5,176,1,”
5,177,0,“I’ve got to speak to you about something before you go
5,177,1,”
5,178,0,"He followed me wildly into the kitchen, closed the door, and"
5,179,0,whispered
5,179,1," “Oh, God"
5,179,2,” in a miserable way
5,180,0,“What’s the matter
5,180,1,”
5,181,0,"“This is a terrible mistake,” he said, shaking his head from side to"
5,182,0,"side, “a terrible, terrible mistake"
5,182,1,”
5,183,0,"“You’re just embarrassed, that’s all,” and luckily I added"
5,183,1, “Daisy’s
5,184,0,embarrassed too
5,184,1,”
5,185,0,“She’s embarrassed
5,185,1,” he repeated incredulously
5,186,0,“Just as much as you are
5,186,1,”
5,187,0,“Don’t talk so loud
5,187,1,”
5,188,0,"“You’re acting like a little boy,” I broke out impatiently"
5,188,1, “Not only
5,189,0,"that, but you’re rude"
5,189,1, Daisy’s sitting in there all alone
5,189,2,”
5,190,0,"He raised his hand to stop my words, looked at me with unforgettable"
5,191,0,"reproach, and, opening the door cautiously, went back into the other"
5,192,0,room
5,193,0,I walked out the back way—just as Gatsby had when he had made his
5,194,0,nervous circuit of the house half an hour before—and ran for a huge
5,195,0,"black knotted tree, whose massed leaves made a fabric against the"
5,196,0,rain
5,196,1," Once more it was pouring, and my irregular lawn, well-shaved by"
5,197,0,"Gatsby’s gardener, abounded in small muddy swamps and prehistoric"
5,198,0,marshes
5,198,1, There was nothing to look at from under the tree except
5,199,0,"Gatsby’s enormous house, so I stared at it, like Kant at his church"
5,200,0,"steeple, for half an hour"
5,200,1, A brewer had built it early in the “period”
5,201,0,"craze, a decade before, and there was a story that he’d agreed to pay"
5,202,0,five years’ taxes on all the neighbouring cottages if the owners would
5,203,0,have their roofs thatched with straw
5,203,1, Perhaps their refusal took the
5,204,0,heart out of his plan to Found a Family—he went into an immediate
5,205,0,decline
5,205,1, His children sold his house with the black wreath still on
5,206,0,the door
5,206,1," Americans, while willing, even eager, to be serfs, have"
5,207,0,always been obstinate about being peasantry
5,208,0,"After half an hour, the sun shone again, and the grocer’s automobile"
5,209,0,rounded Gatsby’s drive with the raw material for his servants’
5,210,0,dinner—I felt sure he wouldn’t eat a spoonful
5,210,1, A maid began opening
5,211,0,"the upper windows of his house, appeared momentarily in each, and,"
5,212,0,"leaning from the large central bay, spat meditatively into the"
5,213,0,garden
5,213,1, It was time I went back
5,213,2, While the rain continued it had
5,214,0,"seemed like the murmur of their voices, rising and swelling a little"
5,215,0,now and then with gusts of emotion
5,215,1, But in the new silence I felt that
5,216,0,silence had fallen within the house too
5,217,0,"I went in—after making every possible noise in the kitchen, short of"
5,218,0,pushing over the stove—but I don’t believe they heard a sound
5,218,1, They
5,219,0,"were sitting at either end of the couch, looking at each other as if"
5,220,0,"some question had been asked, or was in the air, and every vestige of"
5,221,0,embarrassment was gone
5,221,1," Daisy’s face was smeared with tears, and when"
5,222,0,I came in she jumped up and began wiping at it with her handkerchief
5,223,0,before a mirror
5,223,1, But there was a change in Gatsby that was simply
5,224,0,confounding
5,224,1, He literally glowed
5,224,2, without a word or a gesture of
5,225,0,exultation a new well-being radiated from him and filled the little
5,226,0,room
5,227,0,"“Oh, hello, old sport,” he said, as if he hadn’t seen me for years"
5,227,1, I
5,228,0,thought for a moment he was going to shake hands
5,229,0,“It’s stopped raining
5,229,1,”
5,230,0,“Has it
5,230,1,"” When he realized what I was talking about, that there were"
5,231,0,"twinkle-bells of sunshine in the room, he smiled like a weather man,"
5,232,0,"like an ecstatic patron of recurrent light, and repeated the news to"
5,233,0,Daisy
5,233,1, “What do you think of that
5,233,2, It’s stopped raining
5,233,3,”
5,234,0,"“I’m glad, Jay"
5,234,1,"” Her throat, full of aching, grieving beauty, told"
5,235,0,only of her unexpected joy
5,236,0,"“I want you and Daisy to come over to my house,” he said, “I’d like to"
5,237,0,show her around
5,237,1,”
5,238,0,“You’re sure you want me to come
5,238,1,”
5,239,0,"“Absolutely, old sport"
5,239,1,”
5,240,0,Daisy went upstairs to wash her face—too late I thought with
5,241,0,humiliation of my towels—while Gatsby and I waited on the lawn
5,242,0,"“My house looks well, doesn’t it"
5,242,1,” he demanded
5,242,2, “See how the whole
5,243,0,front of it catches the light
5,243,1,”
5,244,0,I agreed that it was splendid
5,245,0,“Yes
5,245,1,"” His eyes went over it, every arched door and square tower"
5,245,2, “It
5,246,0,took me just three years to earn the money that bought it
5,246,1,”
5,247,0,“I thought you inherited your money
5,247,1,”
5,248,0,"“I did, old sport,” he said automatically, “but I lost most of it in"
5,249,0,the big panic—the panic of the war
5,249,1,”
5,250,0,"I think he hardly knew what he was saying, for when I asked him what"
5,251,0,business he was in he answered
5,251,1," “That’s my affair,” before he realized"
5,252,0,that it wasn’t an appropriate reply
5,253,0,"“Oh, I’ve been in several things,” he corrected himself"
5,253,1, “I was in the
5,254,0,drug business and then I was in the oil business
5,254,1, But I’m not in
5,255,0,either one now
5,255,1,” He looked at me with more attention
5,255,2, “Do you mean
5,256,0,you’ve been thinking over what I proposed the other night
5,256,1,”
5,257,0,"Before I could answer, Daisy came out of the house and two rows of"
5,258,0,brass buttons on her dress gleamed in the sunlight
5,259,0,“That huge place there
5,259,1,” she cried pointing
5,260,0,“Do you like it
5,260,1,”
5,261,0,"“I love it, but I don’t see how you live there all alone"
5,261,1,”
5,262,0,"“I keep it always full of interesting people, night and day"
5,262,1, People
5,263,0,who do interesting things
5,263,1, Celebrated people
5,263,2,”
5,264,0,Instead of taking the shortcut along the Sound we went down to the
5,265,0,road and entered by the big postern
5,265,1, With enchanting murmurs Daisy
5,266,0,"admired this aspect or that of the feudal silhouette against the sky,"
5,267,0,"admired the gardens, the sparkling odour of jonquils and the frothy"
5,268,0,odour of hawthorn and plum blossoms and the pale gold odour of
5,269,0,kiss-me-at-the-gate
5,269,1, It was strange to reach the marble steps and find
5,270,0,"no stir of bright dresses in and out the door, and hear no sound but"
5,271,0,bird voices in the trees
5,272,0,"And inside, as we wandered through Marie Antoinette music-rooms and"
5,273,0,"Restoration Salons, I felt that there were guests concealed behind"
5,274,0,"every couch and table, under orders to be breathlessly silent until we"
5,275,0,had passed through
5,275,1, As Gatsby closed the door of “the Merton College
5,276,0,Library” I could have sworn I heard the owl-eyed man break into
5,277,0,ghostly laughter
5,278,0,"We went upstairs, through period bedrooms swathed in rose and lavender"
5,279,0,"silk and vivid with new flowers, through dressing-rooms and poolrooms,"
5,280,0,and bathrooms with sunken baths—intruding into one chamber where a
5,281,0,dishevelled man in pyjamas was doing liver exercises on the floor
5,281,1, It
5,282,0,was Mr
5,282,1," Klipspringer, the “boarder"
5,282,2,” I had seen him wandering hungrily
5,283,0,about the beach that morning
5,283,1, Finally we came to Gatsby’s own
5,284,0,"apartment, a bedroom and a bath, and an Adam’s study, where we sat"
5,285,0,down and drank a glass of some Chartreuse he took from a cupboard in
5,286,0,the wall
5,287,0,"He hadn’t once ceased looking at Daisy, and I think he revalued"
5,288,0,everything in his house according to the measure of response it drew
5,289,0,from her well-loved eyes
5,289,1," Sometimes too, he stared around at his"
5,290,0,"possessions in a dazed way, as though in her actual and astounding"
5,291,0,presence none of it was any longer real
5,291,1, Once he nearly toppled down a
5,292,0,flight of stairs
5,293,0,His bedroom was the simplest room of all—except where the dresser was
5,294,0,garnished with a toilet set of pure dull gold
5,294,1, Daisy took the brush
5,295,0,"with delight, and smoothed her hair, whereupon Gatsby sat down and"
5,296,0,shaded his eyes and began to laugh
5,297,0,"“It’s the funniest thing, old sport,” he said hilariously"
5,297,1, “I
5,298,0,can’t—When I try to—”
5,299,0,He had passed visibly through two states and was entering upon a
5,300,0,third
5,300,1, After his embarrassment and his unreasoning joy he was consumed
5,301,0,with wonder at her presence
5,301,1," He had been full of the idea so long,"
5,302,0,"dreamed it right through to the end, waited with his teeth set, so to"
5,303,0,"speak, at an inconceivable pitch of intensity"
5,303,1," Now, in the reaction,"
5,304,0,he was running down like an over-wound clock
5,305,0,Recovering himself in a minute he opened for us two hulking patent
5,306,0,"cabinets which held his massed suits and dressing-gowns and ties, and"
5,307,0,"his shirts, piled like bricks in stacks a dozen high"
5,308,0,“I’ve got a man in England who buys me clothes
5,308,1, He sends over a
5,309,0,"selection of things at the beginning of each season, spring and fall"
5,309,1,”
5,310,0,"He took out a pile of shirts and began throwing them, one by one,"
5,311,0,"before us, shirts of sheer linen and thick silk and fine flannel,"
5,312,0,which lost their folds as they fell and covered the table in
5,313,0,many-coloured disarray
5,313,1, While we admired he brought more and the soft
5,314,0,rich heap mounted higher—shirts with stripes and scrolls and plaids in
5,315,0,"coral and apple-green and lavender and faint orange, with monograms of"
5,316,0,indian blue
5,316,1," Suddenly, with a strained sound, Daisy bent her head into"
5,317,0,the shirts and began to cry stormily
5,318,0,"“They’re such beautiful shirts,” she sobbed, her voice muffled in the"
5,319,0,thick folds
5,319,1, “It makes me sad because I’ve never seen such—such
5,320,0,beautiful shirts before
5,320,1,”
5,321,0,------------------------------------------------------------------------
5,322,0,"After the house, we were to see the grounds and the swimming pool, and"
5,323,0,"the hydroplane, and the midsummer flowers—but outside Gatsby’s window"
5,324,0,"it began to rain again, so we stood in a row looking at the corrugated"
5,325,0,surface of the Sound
5,326,0,"“If it wasn’t for the mist we could see your home across the bay,”"
5,327,0,said Gatsby
5,327,1, “You always have a green light that burns all night at
5,328,0,the end of your dock
5,328,1,”
5,329,0,"Daisy put her arm through his abruptly, but he seemed absorbed in what"
5,330,0,he had just said
5,330,1, Possibly it had occurred to him that the colossal
5,331,0,significance of that light had now vanished forever
5,331,1, Compared to the
5,332,0,great distance that had separated him from Daisy it had seemed very
5,333,0,"near to her, almost touching her"
5,333,1, It had seemed as close as a star to
5,334,0,the moon
5,334,1, Now it was again a green light on a dock
5,334,2, His count of
5,335,0,enchanted objects had diminished by one
5,336,0,"I began to walk about the room, examining various indefinite objects"
5,337,0,in the half darkness
5,337,1, A large photograph of an elderly man in yachting
5,338,0,"costume attracted me, hung on the wall over his desk"
5,339,0,“Who’s this
5,339,1,”
5,340,0,“That
5,340,1, That’s Mr
5,340,2," Dan Cody, old sport"
5,340,3,”
5,341,0,The name sounded faintly familiar
5,342,0,“He’s dead now
5,342,1, He used to be my best friend years ago
5,342,2,”
5,343,0,"There was a small picture of Gatsby, also in yachting costume, on the"
5,344,0,bureau—Gatsby with his head thrown back defiantly—taken apparently
5,345,0,when he was about eighteen
5,346,0,"“I adore it,” exclaimed Daisy"
5,346,1, “The pompadour
5,346,2, You never told me you
5,347,0,had a pompadour—or a yacht
5,347,1,”
5,348,0,"“Look at this,” said Gatsby quickly"
5,348,1, “Here’s a lot of clippings—about
5,349,0,you
5,349,1,”
5,350,0,They stood side by side examining it
5,350,1, I was going to ask to see the
5,351,0,"rubies when the phone rang, and Gatsby took up the receiver"
5,352,0,"“Yes … Well, I can’t talk now … I can’t talk now, old sport … I said a"
5,353,0,"small town … He must know what a small town is … Well, he’s no use to"
5,354,0,us if Detroit is his idea of a small town …”
5,355,0,He rang off
5,356,0,“Come here quick
5,356,1,” cried Daisy at the window
5,357,0,"The rain was still falling, but the darkness had parted in the west,"
5,358,0,and there was a pink and golden billow of foamy clouds above the sea
5,359,0,"“Look at that,” she whispered, and then after a moment"
5,359,1, “I’d like to
5,360,0,just get one of those pink clouds and put you in it and push you
5,361,0,around
5,361,1,”
5,362,0,"I tried to go then, but they wouldn’t hear of it"
5,362,1, perhaps my presence
5,363,0,made them feel more satisfactorily alone
5,364,0,"“I know what we’ll do,” said Gatsby, “we’ll have Klipspringer play the"
5,365,0,piano
5,365,1,”
5,366,0,He went out of the room calling “Ewing
5,366,1,” and returned in a few minutes
5,367,0,"accompanied by an embarrassed, slightly worn young man, with"
5,368,0,shell-rimmed glasses and scanty blond hair
5,368,1, He was now decently
5,369,0,"clothed in a “sport shirt,” open at the neck, sneakers, and duck"
5,370,0,trousers of a nebulous hue
5,371,0,“Did we interrupt your exercise
5,371,1,” inquired Daisy politely
5,372,0,"“I was asleep,” cried Mr"
5,372,1," Klipspringer, in a spasm of embarrassment"
5,373,0,"“That is, I’d been asleep"
5,373,1, Then I got up …”
5,374,0,"“Klipspringer plays the piano,” said Gatsby, cutting him off"
5,374,1, “Don’t
5,375,0,"you, Ewing, old sport"
5,375,1,”
5,376,0,“I don’t play well
5,376,1, I don’t—hardly play at all
5,376,2, I’m all out of prac—”
5,377,0,"“We’ll go downstairs,” interrupted Gatsby"
5,377,1, He flipped a switch
5,377,2, The
5,378,0,grey windows disappeared as the house glowed full of light
5,379,0,In the music-room Gatsby turned on a solitary lamp beside the piano
5,380,0,"He lit Daisy’s cigarette from a trembling match, and sat down with her"
5,381,0,"on a couch far across the room, where there was no light save what the"
5,382,0,gleaming floor bounced in from the hall
5,383,0,When Klipspringer had played “The Love Nest” he turned around on the
5,384,0,bench and searched unhappily for Gatsby in the gloom
5,385,0,"“I’m all out of practice, you see"
5,385,1, I told you I couldn’t play
5,385,2, I’m all
5,386,0,out of prac—”
5,387,0,"“Don’t talk so much, old sport,” commanded Gatsby"
5,387,1, “Play
5,387,2,”
5,388,0,"“In the morning, In the evening, Ain’t we got fun—”"
5,389,0,Outside the wind was loud and there was a faint flow of thunder along
5,390,0,the Sound
5,390,1, All the lights were going on in West Egg now
5,390,2, the electric
5,391,0,"trains, men-carrying, were plunging home through the rain from New"
5,392,0,York
5,392,1," It was the hour of a profound human change, and excitement was"
5,393,0,generating on the air
5,394,0,“One thing’s sure and nothing’s surer The rich get richer and the
5,395,0,poor get—children
5,395,1," In the meantime, In between time—”"
5,396,0,As I went over to say goodbye I saw that the expression of
5,397,0,"bewilderment had come back into Gatsby’s face, as though a faint doubt"
5,398,0,had occurred to him as to the quality of his present happiness
5,398,1, Almost
5,399,0,five years
5,399,1, There must have been moments even that afternoon when
5,400,0,"Daisy tumbled short of his dreams—not through her own fault, but"
5,401,0,because of the colossal vitality of his illusion
5,401,1, It had gone beyond
5,402,0,"her, beyond everything"
5,402,1, He had thrown himself into it with a creative
5,403,0,"passion, adding to it all the time, decking it out with every bright"
5,404,0,feather that drifted his way
5,404,1, No amount of fire or freshness can
5,405,0,challenge what a man can store up in his ghostly heart
5,406,0,"As I watched him he adjusted himself a little, visibly"
5,406,1, His hand took
5,407,0,"hold of hers, and as she said something low in his ear he turned"
5,408,0,toward her with a rush of emotion
5,408,1," I think that voice held him most,"
5,409,0,"with its fluctuating, feverish warmth, because it couldn’t be"
5,410,0,over-dreamed—that voice was a deathless song
5,411,0,"They had forgotten me, but Daisy glanced up and held out her hand"
5,412,0,Gatsby didn’t know me now at all
5,412,1, I looked once more at them and they
5,413,0,"looked back at me, remotely, possessed by intense life"
5,413,1, Then I went
5,414,0,"out of the room and down the marble steps into the rain, leaving them"
5,415,0,there together
6,0,0,About this time an ambitious young reporter from New York arrived one
6,1,0,morning at Gatsby’s door and asked him if he had anything to say
6,2,0,“Anything to say about what
6,2,1,” inquired Gatsby politely
6,3,0,“Why—any statement to give out
6,3,1,”
6,4,0,It transpired after a confused five minutes that the man had heard
6,5,0,Gatsby’s name around his office in a connection which he either
6,6,0,wouldn’t reveal or didn’t fully understand
6,6,1, This was his day off and
6,7,0,with laudable initiative he had hurried out “to see
6,7,1,”
6,8,0,"It was a random shot, and yet the reporter’s instinct was right"
6,9,0,"Gatsby’s notoriety, spread about by the hundreds who had accepted his"
6,10,0,"hospitality and so become authorities upon his past, had increased all"
6,11,0,summer until he fell just short of being news
6,11,1, Contemporary legends
6,12,0,such as the “underground pipeline to Canada” attached themselves to
6,13,0,"him, and there was one persistent story that he didn’t live in a house"
6,14,0,"at all, but in a boat that looked like a house and was moved secretly"
6,15,0,up and down the Long Island shore
6,15,1, Just why these inventions were a
6,16,0,"source of satisfaction to James Gatz of North Dakota, isn’t easy to"
6,17,0,say
6,18,0,"James Gatz—that was really, or at least legally, his name"
6,18,1, He had
6,19,0,changed it at the age of seventeen and at the specific moment that
6,20,0,witnessed the beginning of his career—when he saw Dan Cody’s yacht
6,21,0,drop anchor over the most insidious flat on Lake Superior
6,21,1, It was
6,22,0,James Gatz who had been loafing along the beach that afternoon in a
6,23,0,"torn green jersey and a pair of canvas pants, but it was already Jay"
6,24,0,"Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and"
6,25,0,informed Cody that a wind might catch him and break him up in half an
6,26,0,hour
6,27,0,"I suppose he’d had the name ready for a long time, even then"
6,27,1, His
6,28,0,parents were shiftless and unsuccessful farm people—his imagination
6,29,0,had never really accepted them as his parents at all
6,29,1, The truth was
6,30,0,"that Jay Gatsby of West Egg, Long Island, sprang from his Platonic"
6,31,0,conception of himself
6,31,1," He was a son of God—a phrase which, if it means"
6,32,0,"anything, means just that—and he must be about His Father’s business,"
6,33,0,"the service of a vast, vulgar, and meretricious beauty"
6,33,1, So he invented
6,34,0,just the sort of Jay Gatsby that a seventeen-year-old boy would be
6,35,0,"likely to invent, and to this conception he was faithful to the end"
6,36,0,For over a year he had been beating his way along the south shore of
6,37,0,Lake Superior as a clam-digger and a salmon-fisher or in any other
6,38,0,capacity that brought him food and bed
6,38,1," His brown, hardening body"
6,39,0,"lived naturally through the half-fierce, half-lazy work of the bracing"
6,40,0,days
6,40,1," He knew women early, and since they spoiled him he became"
6,41,0,"contemptuous of them, of young virgins because they were ignorant, of"
6,42,0,the others because they were hysterical about things which in his
6,43,0,overwhelming self-absorption he took for granted
6,44,0,"But his heart was in a constant, turbulent riot"
6,44,1, The most grotesque
6,45,0,and fantastic conceits haunted him in his bed at night
6,45,1, A universe of
6,46,0,ineffable gaudiness spun itself out in his brain while the clock
6,47,0,ticked on the washstand and the moon soaked with wet light his tangled
6,48,0,clothes upon the floor
6,48,1, Each night he added to the pattern of his
6,49,0,fancies until drowsiness closed down upon some vivid scene with an
6,50,0,oblivious embrace
6,50,1, For a while these reveries provided an outlet for
6,51,0,his imagination
6,51,1, they were a satisfactory hint of the unreality of
6,52,0,"reality, a promise that the rock of the world was founded securely on"
6,53,0,a fairy’s wing
6,54,0,"An instinct toward his future glory had led him, some months before,"
6,55,0,to the small Lutheran College of St
6,55,1, Olaf’s in southern Minnesota
6,55,2, He
6,56,0,"stayed there two weeks, dismayed at its ferocious indifference to the"
6,57,0,"drums of his destiny, to destiny itself, and despising the janitor’s"
6,58,0,work with which he was to pay his way through
6,58,1, Then he drifted back to
6,59,0,"Lake Superior, and he was still searching for something to do on the"
6,60,0,day that Dan Cody’s yacht dropped anchor in the shallows alongshore
6,61,0,"Cody was fifty years old then, a product of the Nevada silver fields,"
6,62,0,"of the Yukon, of every rush for metal since seventy-five"
6,62,1, The
6,63,0,transactions in Montana copper that made him many times a millionaire
6,64,0,"found him physically robust but on the verge of soft-mindedness, and,"
6,65,0,"suspecting this, an infinite number of women tried to separate him"
6,66,0,from his money
6,66,1," The none too savoury ramifications by which Ella Kaye,"
6,67,0,"the newspaper woman, played Madame de Maintenon to his weakness and"
6,68,0,"sent him to sea in a yacht, were common property of the turgid"
6,69,0,journalism in 1902
6,69,1, He had been coasting along all too hospitable
6,70,0,shores for five years when he turned up as James Gatz’s destiny in
6,71,0,Little Girl Bay
6,72,0,"To young Gatz, resting on his oars and looking up at the railed deck,"
6,73,0,that yacht represented all the beauty and glamour in the world
6,73,1, I
6,74,0,suppose he smiled at Cody—he had probably discovered that people liked
6,75,0,him when he smiled
6,75,1, At any rate Cody asked him a few questions (one of
6,76,0,them elicited the brand new name) and found that he was quick and
6,77,0,extravagantly ambitious
6,77,1, A few days later he took him to Duluth and
6,78,0,"bought him a blue coat, six pairs of white duck trousers, and a"
6,79,0,yachting cap
6,79,1, And when the Tuolomee left for the West Indies and the
6,80,0,"Barbary Coast, Gatsby left too"
6,81,0,He was employed in a vague personal capacity—while he remained with
6,82,0,"Cody he was in turn steward, mate, skipper, secretary, and even"
6,83,0,"jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk"
6,84,0,"might soon be about, and he provided for such contingencies by"
6,85,0,reposing more and more trust in Gatsby
6,85,1, The arrangement lasted five
6,86,0,"years, during which the boat went three times around the Continent"
6,87,0,It might have lasted indefinitely except for the fact that Ella Kaye
6,88,0,came on board one night in Boston and a week later Dan Cody
6,89,0,inhospitably died
6,90,0,"I remember the portrait of him up in Gatsby’s bedroom, a grey, florid"
