line_num,token_num,token_str,term_str
3952,13,far,far
3952,14,too,too
3952,15,hot,hot
3952,16,to,to
3952,17,touch,touch
3952,18,this,this
3953,0,noon,noon
3953,1,!,
3953,2,”,
3955,0,What,what
3955,1,he,he
3955,2,really,really
3955,3,said,said
3955,4,was,was
3955,5,:,
3955,6,“,
3955,7,Yes,yes
3955,8,…,
3955,9,Yes,yes
3955,10,…,
3955,11,I,i
3955,12,’,
3955,13,ll,ll
3955,14,see,see
3955,15,.,
3955,16,”,
3957,0,He,he
3957,1,set,set
3957,2,down,down
3957,3,the,the
3957,4,receiver,receiver
3957,5,and,and
3957,6,came,came
3957,7,toward,toward
3957,8,us,us
3957,9,",",
3957,10,glistening,glistening
3957,11,slightly,slightly
3957,12,",",
3957,13,to,to
3958,0,take,take
3958,1,our,our
3958,2,stiff,stiff
3958,3,straw,straw
3958,4,hats,hats
3958,5,.,
3960,0,“,
3960,1,Madame,madame
3960,2,expects,expects
3960,3,you,you
3960,4,in,in
3960,5,the,the
3960,6,salon,salon
3960,7,!,
3960,8,”,
3960,9,he,he
3960,10,cried,cried
3960,11,",",
3960,12,needlessly,needlessly
3960,13,indicating,indicating
3960,14,the,the
3961,0,direction,direction
3961,1,.,
3961,2,In,in
3961,3,this,this
3961,4,heat,heat
3961,5,every,every
3961,6,extra,extra
3961,7,gesture,gesture
3961,8,was,was
3961,9,an,an
3961,10,affront,affront
3961,11,to,to
3961,12,the,the
3962,0,common,common
3962,1,store,store
3962,2,of,of
3962,3,life,life
3962,4,.,
3964,0,The,the
3964,1,room,room
3964,2,",",
3964,3,shadowed,shadowed
3964,4,well,well
3964,5,with,with
3964,6,awnings,awnings
3964,7,",",
3964,8,was,was
3964,9,dark,dark
3964,10,and,and
3964,11,cool,cool
3964,12,.,
3964,13,Daisy,daisy
3964,14,and,and
3965,0,Jordan,jordan
3965,1,lay,lay
3965,2,upon,upon
3965,3,an,an
3965,4,enormous,enormous
3965,5,couch,couch
3965,6,",",
3965,7,like,like
3965,8,silver,silver
3965,9,idols,idols
3965,10,weighing,weighing
3965,11,down,down
3966,0,their,their
3966,1,own,own
3966,2,white,white
3966,3,dresses,dresses
3966,4,against,against
3966,5,the,the
3966,6,singing,singing
3966,7,breeze,breeze
3966,8,of,of
3966,9,the,the
3966,10,fans,fans
3966,11,.,
3968,0,“,
3968,1,We,we
3968,2,can,can
3968,3,’,
3968,4,t,t
3968,5,move,move
3968,6,",",
3968,7,”,
3968,8,they,they
3968,9,said,said
3968,10,together,together
3968,11,.,
3970,0,Jordan,jordan
3970,1,’,
3970,2,s,s
3970,3,fingers,fingers
3970,4,",",
3970,5,powdered,powdered
3970,6,white,white
3970,7,over,over
3970,8,their,their
3970,9,tan,tan
3970,10,",",
3970,11,rested,rested
3970,12,for,for
3970,13,a,a
3970,14,moment,moment
3971,0,in,in
3971,1,mine,mine
3971,2,.,
3973,0,“,
3973,1,And,and
3973,2,Mr.,mr
3973,3,Thomas,thomas
3973,4,Buchanan,buchanan
3973,5,",",
3973,6,the,the
3973,7,athlete,athlete
3973,8,?,
3973,9,”,
3973,10,I,i
3973,11,inquired,inquired
3973,12,.,
3975,0,Simultaneously,simultaneously
3975,1,I,i
3975,2,heard,heard
3975,3,his,his
3975,4,voice,voice
3975,5,",",
3975,6,gruff,gruff
3975,7,",",
3975,8,muffled,muffled
3975,9,",",
3975,10,husky,husky
3975,11,",",
3975,12,at,at
3975,13,the,the
3975,14,hall,hall
3976,0,telephone,telephone
3976,1,.,
3978,0,Gatsby,gatsby
3978,1,stood,stood
3978,2,in,in
3978,3,the,the
3978,4,centre,centre
3978,5,of,of
3978,6,the,the
3978,7,crimson,crimson
3978,8,carpet,carpet
3978,9,and,and
3978,10,gazed,gazed
3978,11,around,around
3978,12,with,with
3979,0,fascinated,fascinated
3979,1,eyes,eyes
3979,2,.,
3979,3,Daisy,daisy
3979,4,watched,watched
3979,5,him,him
3979,6,and,and
3979,7,laughed,laughed
3979,8,",",
3979,9,her,her
3979,10,sweet,sweet
3979,11,",",
3979,12,exciting,exciting
3980,0,laugh,laugh
3980,1,;,
3980,2,a,a
3980,3,tiny,tiny
3980,4,gust,gust
3980,5,of,of
3980,6,powder,powder
3980,7,rose,rose
3980,8,from,from
3980,9,her,her
3980,10,bosom,bosom
3980,11,into,into
3980,12,the,the
3980,13,air,air
3980,14,.,
3982,0,“,
3982,1,The,the
3982,2,rumour,rumour
3982,3,is,is
3982,4,",",
3982,5,”,
3982,6,whispered,whispered
3982,7,Jordan,jordan
3982,8,",",
3982,9,“,
3982,10,that,that
3982,11,that,that
3982,12,’,
3982,13,s,s
3982,14,Tom,tom
3982,15,’,
3982,16,s,s
3982,17,girl,girl
3982,18,on,on
3982,19,the,the
3983,0,telephone,telephone
3983,1,.,
3983,2,”,
3985,0,We,we
3985,1,were,were
3985,2,silent,silent
3985,3,.,
3985,4,The,the
3985,5,voice,voice
3985,6,in,in
3985,7,the,the
3985,8,hall,hall
3985,9,rose,rose
3985,10,high,high
3985,11,with,with
3985,12,annoyance,annoyance
3985,13,:,
3985,14,“,
3985,15,Very,very
3986,0,well,well
3986,1,",",
3986,2,then,then
3986,3,",",
3986,4,I,i
3986,5,won,won
3986,6,’,
3986,7,t,t
3986,8,sell,sell
3986,9,you,you
3986,10,the,the
3986,11,car,car
3986,12,at,at
3986,13,all,all
3986,14,…,
3986,15,I,i
3986,16,’,
3986,17,m,m
3986,18,under,under
3986,19,no,no
3986,20,obligations,obligations
3987,0,to,to
3987,1,you,you
3987,2,at,at
3987,3,all,all
3987,4,…,
3987,5,and,and
3987,6,as,as
3987,7,for,for
3987,8,your,your
3987,9,bothering,bothering
3987,10,me,me
3987,11,about,about
3987,12,it,it
3987,13,at,at
3987,14,lunch,lunch
3987,15,time,time
3987,16,",",
3987,17,I,i
3988,0,won,won
3988,1,’,
3988,2,t,t
3988,3,stand,stand
3988,4,that,that
3988,5,at,at
3988,6,all,all
3988,7,!,
3988,8,”,
3990,0,“,
3990,1,Holding,holding
3990,2,down,down
3990,3,the,the
3990,4,receiver,receiver
3990,5,",",
3990,6,”,
3990,7,said,said
3990,8,Daisy,daisy
3990,9,cynically,cynically
3990,10,.,
3992,0,“,
3992,1,No,no
3992,2,",",
3992,3,he,he
3992,4,’,
3992,5,s,s
3992,6,not,not
3992,7,",",
3992,8,”,
3992,9,I,i
3992,10,assured,assured
3992,11,her,her
3992,12,.,
3992,13,“,
3992,14,It,it
3992,15,’,
3992,16,s,s
3992,17,a,a
3992,18,bona-fide,bonafide
3992,19,deal,deal
3992,20,.,
3992,21,I,i
3992,22,happen,happen
3992,23,to,to
3993,0,know,know
3993,1,about,about
3993,2,it,it
3993,3,.,
3993,4,”,
3995,0,Tom,tom
3995,1,flung,flung
3995,2,open,open
3995,3,the,the
3995,4,door,door
3995,5,",",
3995,6,blocked,blocked
3995,7,out,out
3995,8,its,its
3995,9,space,space
3995,10,for,for
3995,11,a,a
3995,12,moment,moment
3995,13,with,with
3995,14,his,his
3996,0,thick,thick
3996,1,body,body
3996,2,",",
3996,3,and,and
3996,4,hurried,hurried
3996,5,into,into
3996,6,the,the
3996,7,room,room
3996,8,.,
3998,0,“,
3998,1,Mr,mr
3998,2,.,
3998,3,Gatsby,gatsby
3998,4,!,
3998,5,”,
3998,6,He,he
3998,7,put,put
3998,8,out,out
3998,9,his,his
3998,10,broad,broad
3998,11,",",
3998,12,flat,flat
3998,13,hand,hand
3998,14,with,with
3998,15,well-concealed,wellconcealed
3999,0,dislike,dislike
3999,1,.,
3999,2,“,
3999,3,I,i
3999,4,’,
3999,5,m,m
3999,6,glad,glad
3999,7,to,to
3999,8,see,see
3999,9,you,you
3999,10,",",
3999,11,sir,sir
3999,12,…,
3999,13,Nick,nick
3999,14,…,
3999,15,”,
4001,0,“,
4001,1,Make,make
4001,2,us,us
4001,3,a,a
4001,4,cold,cold
4001,5,drink,drink
4001,6,",",
4001,7,”,
4001,8,cried,cried
4001,9,Daisy,daisy
4001,10,.,
4003,0,As,as
4003,1,he,he
4003,2,left,left
4003,3,the,the
4003,4,room,room
4003,5,again,again
4003,6,she,she
4003,7,got,got
4003,8,up,up
4003,9,and,and
4003,10,went,went
4003,11,over,over
4003,12,to,to
4003,13,Gatsby,gatsby
4003,14,and,and
4004,0,pulled,pulled
4004,1,his,his
4004,2,face,face
4004,3,down,down
4004,4,",",
4004,5,kissing,kissing
4004,6,him,him
4004,7,on,on
4004,8,the,the
4004,9,mouth,mouth
4004,10,.,
4006,0,“,
4006,1,You,you
4006,2,know,know
4006,3,I,i
4006,4,love,love
4006,5,you,you
4006,6,",",
4006,7,”,
4006,8,she,she
4006,9,murmured,murmured
4006,10,.,
4008,0,“,
4008,1,You,you
4008,2,forget,forget
4008,3,there,there
4008,4,’,
4008,5,s,s
4008,6,a,a
4008,7,lady,lady
4008,8,present,present
4008,9,",",
4008,10,”,
4008,11,said,said
4008,12,Jordan,jordan
4008,13,.,
4010,0,Daisy,daisy
4010,1,looked,looked
4010,2,around,around
4010,3,doubtfully,doubtfully
4010,4,.,
4012,0,“,
4012,1,You,you
4012,2,kiss,kiss
4012,3,Nick,nick
4012,4,too,too
4012,5,.,
4012,6,”,
4014,0,“,
4014,1,What,what
4014,2,a,a
4014,3,low,low
4014,4,",",
4014,5,vulgar,vulgar
4014,6,girl,girl
4014,7,!,
4014,8,”,
4016,0,“,
4016,1,I,i
4016,2,don,don
4016,3,’,
4016,4,t,t
4016,5,care,care
4016,6,!,
4016,7,”,
4016,8,cried,cried
4016,9,Daisy,daisy
4016,10,",",
4016,11,and,and
4016,12,began,began
4016,13,to,to
4016,14,clog,clog
4016,15,on,on
4016,16,the,the
4016,17,brick,brick
4016,18,fireplace,fireplace
4016,19,.,
4017,0,Then,then
4017,1,she,she
4017,2,remembered,remembered
4017,3,the,the
4017,4,heat,heat
4017,5,and,and
4017,6,sat,sat
4017,7,down,down
4017,8,guiltily,guiltily
4017,9,on,on
4017,10,the,the
4017,11,couch,couch
4017,12,just,just
4018,0,as,as
4018,1,a,a
4018,2,freshly,freshly
4018,3,laundered,laundered
4018,4,nurse,nurse
4018,5,leading,leading
4018,6,a,a
4018,7,little,little
4018,8,girl,girl
4018,9,came,came
4018,10,into,into
4018,11,the,the
4018,12,room,room
4018,13,.,
4020,0,“,
4020,1,Bles-sed,blessed
4020,2,pre-cious,precious
4020,3,",",
4020,4,”,
4020,5,she,she
4020,6,crooned,crooned
4020,7,",",
4020,8,holding,holding
4020,9,out,out
4020,10,her,her
4020,11,arms,arms
4020,12,.,
4020,13,“,
4020,14,Come,come
4020,15,to,to
4020,16,your,your
4021,0,own,own
4021,1,mother,mother
4021,2,that,that
4021,3,loves,loves
4021,4,you,you
4021,5,.,
4021,6,”,
4023,0,The,the
4023,1,child,child
4023,2,",",
4023,3,relinquished,relinquished
4023,4,by,by
4023,5,the,the
4023,6,nurse,nurse
4023,7,",",
4023,8,rushed,rushed
4023,9,across,across
4023,10,the,the
4023,11,room,room
4023,12,and,and
4024,0,rooted,rooted
4024,1,shyly,shyly
4024,2,into,into
4024,3,her,her
4024,4,mother,mother
4024,5,’,
4024,6,s,s
4024,7,dress,dress
4024,8,.,
4026,0,“,
4026,1,The,the
4026,2,bles-sed,blessed
4026,3,pre-cious,precious
4026,4,!,
4026,5,Did,did
4026,6,mother,mother
4026,7,get,get
4026,8,powder,powder
4026,9,on,on
4026,10,your,your
4026,11,old,old
4026,12,yellowy,yellowy
4027,0,hair,hair
4027,1,?,
4027,2,Stand,stand
4027,3,up,up
4027,4,now,now
4027,5,",",
4027,6,and,and
4027,7,say—How-de-do,sayhowdedo
4027,8,.,
4027,9,”,
4029,0,Gatsby,gatsby
4029,1,and,and
4029,2,I,i
4029,3,in,in
4029,4,turn,turn
4029,5,leaned,leaned
4029,6,down,down
4029,7,and,and
4029,8,took,took
4029,9,the,the
4029,10,small,small
4029,11,reluctant,reluctant
4029,12,hand,hand
4029,13,.,
4030,0,Afterward,afterward
4030,1,he,he
4030,2,kept,kept
4030,3,looking,looking
4030,4,at,at
4030,5,the,the
4030,6,child,child
4030,7,with,with
4030,8,surprise,surprise
4030,9,.,
4030,10,I,i
4030,11,don,don
4030,12,’,
4030,13,t,t
4030,14,think,think
4030,15,he,he
4031,0,had,had
4031,1,ever,ever
4031,2,really,really
4031,3,believed,believed
4031,4,in,in
4031,5,its,its
4031,6,existence,existence
4031,7,before,before
4031,8,.,
4033,0,“,
4033,1,I,i
4033,2,got,got
4033,3,dressed,dressed
4033,4,before,before
4033,5,luncheon,luncheon
4033,6,",",
4033,7,”,
4033,8,said,said
4033,9,the,the
4033,10,child,child
4033,11,",",
4033,12,turning,turning
4033,13,eagerly,eagerly
4033,14,to,to
4034,0,Daisy,daisy
4034,1,.,
4036,0,“,
4036,1,That,that
4036,2,’,
4036,3,s,s
4036,4,because,because
4036,5,your,your
4036,6,mother,mother
4036,7,wanted,wanted
4036,8,to,to
4036,9,show,show
4036,10,you,you
4036,11,off.,off
4036,12,”,
4036,13,Her,her
4036,14,face,face
4036,15,bent,bent
4037,0,into,into
4037,1,the,the
4037,2,single,single
4037,3,wrinkle,wrinkle
4037,4,of,of
4037,5,the,the
4037,6,small,small
4037,7,white,white
4037,8,neck,neck
4037,9,.,
4037,10,“,
4037,11,You,you
4037,12,dream,dream
4037,13,",",
4037,14,you,you
4037,15,.,
4037,16,You,you
4038,0,absolute,absolute
4038,1,little,little
4038,2,dream,dream
4038,3,.,
4038,4,”,
4040,0,“,
4040,1,Yes,yes
4040,2,",",
4040,3,”,
4040,4,admitted,admitted
4040,5,the,the
4040,6,child,child
4040,7,calmly,calmly
4040,8,.,
4040,9,“,
4040,10,Aunt,aunt
4040,11,Jordan,jordan
4040,12,’,
4040,13,s,s
4040,14,got,got
4040,15,on,on
4040,16,a,a
4040,17,white,white
4040,18,dress,dress
4041,0,too,too
4041,1,.,
4041,2,”,
4043,0,“,
4043,1,How,how
4043,2,do,do
4043,3,you,you
4043,4,like,like
4043,5,mother,mother
4043,6,’,
4043,7,s,s
4043,8,friends,friends
4043,9,?,
4043,10,”,
4043,11,Daisy,daisy
4043,12,turned,turned
4043,13,her,her
4043,14,around,around
4043,15,so,so
4043,16,that,that
4044,0,she,she
4044,1,faced,faced
4044,2,Gatsby,gatsby
4044,3,.,
4044,4,“,
4044,5,Do,do
4044,6,you,you
4044,7,think,think
4044,8,they,they
4044,9,’,
4044,10,re,re
4044,11,pretty,pretty
4044,12,?,
4044,13,”,
4046,0,“,
4046,1,Where,where
4046,2,’,
4046,3,s,s
4046,4,Daddy,daddy
4046,5,?,
4046,6,”,
4048,0,“,
4048,1,She,she
4048,2,doesn,doesn
4048,3,’,
4048,4,t,t
4048,5,look,look
4048,6,like,like
4048,7,her,her
4048,8,father,father
4048,9,",",
4048,10,”,
4048,11,explained,explained
4048,12,Daisy,daisy
4048,13,.,
4048,14,“,
4048,15,She,she
4048,16,looks,looks
4048,17,like,like
4049,0,me,me
4049,1,.,
4049,2,She,she
4049,3,’,
4049,4,s,s
4049,5,got,got
4049,6,my,my
4049,7,hair,hair
4049,8,and,and
4049,9,shape,shape
4049,10,of,of
4049,11,the,the
4049,12,face,face
4049,13,.,
4049,14,”,
4051,0,Daisy,daisy
4051,1,sat,sat
4051,2,back,back
4051,3,upon,upon
4051,4,the,the
4051,5,couch,couch
4051,6,.,
4051,7,The,the
4051,8,nurse,nurse
4051,9,took,took
4051,10,a,a
4051,11,step,step
4051,12,forward,forward
4051,13,and,and
4051,14,held,held
4052,0,out,out
4052,1,her,her
4052,2,hand,hand
4052,3,.,
4054,0,“,
4054,1,Come,come
4054,2,",",
4054,3,Pammy,pammy
4054,4,.,
4054,5,”,
4056,0,“,
4056,1,Goodbye,goodbye
4056,2,",",
4056,3,sweetheart,sweetheart
4056,4,!,
4056,5,”,
4058,0,With,with
4058,1,a,a
4058,2,reluctant,reluctant
4058,3,backward,backward
4058,4,glance,glance
4058,5,the,the
4058,6,well-disciplined,welldisciplined
4058,7,child,child
4058,8,held,held
4058,9,to,to
4059,0,her,her
4059,1,nurse,nurse
4059,2,’,
4059,3,s,s
4059,4,hand,hand
4059,5,and,and
4059,6,was,was
4059,7,pulled,pulled
4059,8,out,out
4059,9,the,the
4059,10,door,door
4059,11,",",
4059,12,just,just
4059,13,as,as
4059,14,Tom,tom
4059,15,came,came
4059,16,back,back
4059,17,",",
4060,0,preceding,preceding
4060,1,four,four
4060,2,gin,gin
4060,3,rickeys,rickeys
4060,4,that,that
4060,5,clicked,clicked
4060,6,full,full
4060,7,of,of
4060,8,ice,ice
4060,9,.,
4062,0,Gatsby,gatsby
4062,1,took,took
4062,2,up,up
4062,3,his,his
4062,4,drink,drink
4062,5,.,
4064,0,“,
4064,1,They,they
4064,2,certainly,certainly
4064,3,look,look
4064,4,cool,cool
4064,5,",",
4064,6,”,
4064,7,he,he
4064,8,said,said
4064,9,",",
4064,10,with,with
4064,11,visible,visible
4064,12,tension,tension
4064,13,.,
4066,0,We,we
4066,1,drank,drank
4066,2,in,in
4066,3,long,long
4066,4,",",
4066,5,greedy,greedy
4066,6,swallows,swallows
4066,7,.,
4068,0,“,
4068,1,I,i
4068,2,read,read
4068,3,somewhere,somewhere
4068,4,that,that
4068,5,the,the
4068,6,sun,sun
4068,7,’,
4068,8,s,s
4068,9,getting,getting
4068,10,hotter,hotter
4068,11,every,every
4068,12,year,year
4068,13,",",
4068,14,”,
4068,15,said,said
4068,16,Tom,tom
4069,0,genially,genially
4069,1,.,
4069,2,“,
4069,3,It,it
4069,4,seems,seems
4069,5,that,that
4069,6,pretty,pretty
4069,7,soon,soon
4069,8,the,the
4069,9,earth,earth
4069,10,’,
4069,11,s,s
4069,12,going,going
4069,13,to,to
4069,14,fall,fall
4069,15,into,into
4070,0,the,the
4070,1,sun—or,sunor
4070,2,wait,wait
4070,3,a,a
4070,4,minute—it,minuteit
4070,5,’,
4070,6,s,s
4070,7,just,just
4070,8,the,the
4070,9,opposite—the,oppositethe
4070,10,sun,sun
4070,11,’,
4070,12,s,s
4070,13,getting,getting
4071,0,colder,colder
4071,1,every,every
4071,2,year,year
4071,3,.,
4073,0,“,
4073,1,Come,come
4073,2,outside,outside
4073,3,",",
4073,4,”,
4073,5,he,he
4073,6,suggested,suggested
4073,7,to,to
4073,8,Gatsby,gatsby
4073,9,",",
4073,10,“,
4073,11,I,i
4073,12,’,
4073,13,d,d
4073,14,like,like
4073,15,you,you
4073,16,to,to
4073,17,have,have
4073,18,a,a
4073,19,look,look
4074,0,at,at
4074,1,the,the
4074,2,place,place
4074,3,.,
4074,4,”,
4076,0,I,i
4076,1,went,went
4076,2,with,with
4076,3,them,them
4076,4,out,out
4076,5,to,to
4076,6,the,the
4076,7,veranda,veranda
4076,8,.,
4076,9,On,on
4076,10,the,the
4076,11,green,green
4076,12,Sound,sound
4076,13,",",
4076,14,stagnant,stagnant
4076,15,in,in
4077,0,the,the
4077,1,heat,heat
4077,2,",",
4077,3,one,one
4077,4,small,small
4077,5,sail,sail
4077,6,crawled,crawled
4077,7,slowly,slowly
4077,8,toward,toward
4077,9,the,the
4077,10,fresher,fresher
4077,11,sea,sea
4077,12,.,
4078,0,Gatsby,gatsby
4078,1,’,
4078,2,s,s
4078,3,eyes,eyes
4078,4,followed,followed
4078,5,it,it
4078,6,momentarily,momentarily
4078,7,;,
4078,8,he,he
4078,9,raised,raised
4078,10,his,his
4078,11,hand,hand
4078,12,and,and
4078,13,pointed,pointed
4079,0,across,across
4079,1,the,the
4079,2,bay,bay
4079,3,.,
4081,0,“,
4081,1,I,i
4081,2,’,
4081,3,m,m
4081,4,right,right
4081,5,across,across
4081,6,from,from
4081,7,you,you
4081,8,.,
4081,9,”,
4083,0,“,
4083,1,So,so
4083,2,you,you
4083,3,are,are
4083,4,.,
4083,5,”,
4085,0,Our,our
4085,1,eyes,eyes
4085,2,lifted,lifted
4085,3,over,over
4085,4,the,the
4085,5,rose-beds,rosebeds
4085,6,and,and
4085,7,the,the
4085,8,hot,hot
4085,9,lawn,lawn
4085,10,and,and
4085,11,the,the
4085,12,weedy,weedy
4086,0,refuse,refuse
4086,1,of,of
4086,2,the,the
4086,3,dog-days,dogdays
4086,4,alongshore,alongshore
4086,5,.,
4086,6,Slowly,slowly
4086,7,the,the
4086,8,white,white
4086,9,wings,wings
4086,10,of,of
4086,11,the,the
4086,12,boat,boat
4087,0,moved,moved
4087,1,against,against
4087,2,the,the
4087,3,blue,blue
4087,4,cool,cool
4087,5,limit,limit
4087,6,of,of
4087,7,the,the
4087,8,sky,sky
4087,9,.,
4087,10,Ahead,ahead
4087,11,lay,lay
4087,12,the,the
4087,13,scalloped,scalloped
4088,0,ocean,ocean
4088,1,and,and
4088,2,the,the
4088,3,abounding,abounding
4088,4,blessed,blessed
4088,5,isles,isles
4088,6,.,
4090,0,“,
4090,1,There,there
4090,2,’,
4090,3,s,s
4090,4,sport,sport
4090,5,for,for
4090,6,you,you
4090,7,",",
4090,8,”,
4090,9,said,said
4090,10,Tom,tom
4090,11,",",
4090,12,nodding,nodding
4090,13,.,
4090,14,“,
4090,15,I,i
4090,16,’,
4090,17,d,d
4090,18,like,like
4090,19,to,to
4090,20,be,be
4090,21,out,out
4090,22,there,there
4091,0,with,with
4091,1,him,him
4091,2,for,for
4091,3,about,about
4091,4,an,an
4091,5,hour,hour
4091,6,.,
4091,7,”,
4093,0,We,we
4093,1,had,had
4093,2,luncheon,luncheon
4093,3,in,in
4093,4,the,the
4093,5,dining-room,diningroom
4093,6,",",
4093,7,darkened,darkened
4093,8,too,too
4093,9,against,against
4093,10,the,the
4093,11,heat,heat
4093,12,",",
4093,13,and,and
4094,0,drank,drank
4094,1,down,down
4094,2,nervous,nervous
4094,3,gaiety,gaiety
4094,4,with,with
4094,5,the,the
4094,6,cold,cold
4094,7,ale,ale
4094,8,.,
4096,0,“,
4096,1,What,what
4096,2,’,
4096,3,ll,ll
4096,4,we,we
4096,5,do,do
4096,6,with,with
4096,7,ourselves,ourselves
4096,8,this,this
4096,9,afternoon,afternoon
4096,10,?,
4096,11,”,
4096,12,cried,cried
4096,13,Daisy,daisy
4096,14,",",
4096,15,“,
4096,16,and,and
4096,17,the,the
4097,0,day,day
4097,1,after,after
4097,2,that,that
4097,3,",",
4097,4,and,and
4097,5,the,the
4097,6,next,next
4097,7,thirty,thirty
4097,8,years,years
4097,9,?,
4097,10,”,
4099,0,“,
4099,1,Don,don
4099,2,’,
4099,3,t,t
4099,4,be,be
4099,5,morbid,morbid
4099,6,",",
4099,7,”,
4099,8,Jordan,jordan
4099,9,said,said
4099,10,.,
4099,11,“,
4099,12,Life,life
4099,13,starts,starts
4099,14,all,all
4099,15,over,over
4099,16,again,again
4099,17,when,when
4099,18,it,it
4100,0,gets,gets
4100,1,crisp,crisp
4100,2,in,in
4100,3,the,the
4100,4,fall,fall
4100,5,.,
4100,6,”,
4102,0,“,
4102,1,But,but
4102,2,it,it
4102,3,’,
4102,4,s,s
4102,5,so,so
4102,6,hot,hot
4102,7,",",
4102,8,”,
4102,9,insisted,insisted
4102,10,Daisy,daisy
4102,11,",",
4102,12,on,on
4102,13,the,the
4102,14,verge,verge
4102,15,of,of
4102,16,tears,tears
4102,17,",",
4102,18,“,
4102,19,and,and
4103,0,everything,everything
4103,1,’,
4103,2,s,s
4103,3,so,so
4103,4,confused,confused
4103,5,.,
4103,6,Let,let
4103,7,’,
4103,8,s,s
4103,9,all,all
4103,10,go,go
4103,11,to,to
4103,12,town,town
4103,13,!,
4103,14,”,
4105,0,Her,her
4105,1,voice,voice
4105,2,struggled,struggled
4105,3,on,on
4105,4,through,through
4105,5,the,the
4105,6,heat,heat
4105,7,",",
4105,8,beating,beating
4105,9,against,against
4105,10,it,it
4105,11,",",
4105,12,moulding,moulding
4106,0,its,its
4106,1,senselessness,senselessness
4106,2,into,into
4106,3,forms,forms
4106,4,.,
4108,0,“,
4108,1,I,i
4108,2,’,
4108,3,ve,ve
4108,4,heard,heard
4108,5,of,of
4108,6,making,making
4108,7,a,a
4108,8,garage,garage
4108,9,out,out
4108,10,of,of
4108,11,a,a
4108,12,stable,stable
4108,13,",",
4108,14,”,
4108,15,Tom,tom
4108,16,was,was
4108,17,saying,saying
4108,18,to,to
4109,0,Gatsby,gatsby
4109,1,",",
4109,2,“,
4109,3,but,but
4109,4,I,i
4109,5,’,
4109,6,m,m
4109,7,the,the
4109,8,first,first
4109,9,man,man
4109,10,who,who
4109,11,ever,ever
4109,12,made,made
4109,13,a,a
4109,14,stable,stable
4109,15,out,out
4109,16,of,of
4109,17,a,a
4110,0,garage,garage
4110,1,.,
4110,2,”,
4112,0,“,
4112,1,Who,who
4112,2,wants,wants
4112,3,to,to
4112,4,go,go
4112,5,to,to
4112,6,town,town
4112,7,?,
4112,8,”,
4112,9,demanded,demanded
4112,10,Daisy,daisy
4112,11,insistently,insistently
4112,12,.,
4112,13,Gatsby,gatsby
4112,14,’,
4112,15,s,s
4112,16,eyes,eyes
4113,0,floated,floated
4113,1,toward,toward
4113,2,her,her
4113,3,.,
4113,4,“,
4113,5,Ah,ah
4113,6,",",
4113,7,”,
4113,8,she,she
4113,9,cried,cried
4113,10,",",
4113,11,“,
4113,12,you,you
4113,13,look,look
4113,14,so,so
4113,15,cool,cool
4113,16,.,
4113,17,”,
4115,0,Their,their
4115,1,eyes,eyes
4115,2,met,met
4115,3,",",
4115,4,and,and
4115,5,they,they
4115,6,stared,stared
4115,7,together,together
4115,8,at,at
4115,9,each,each
4115,10,other,other
4115,11,",",
4115,12,alone,alone
4115,13,in,in
4116,0,space,space
4116,1,.,
4116,2,With,with
4116,3,an,an
4116,4,effort,effort
4116,5,she,she
4116,6,glanced,glanced
4116,7,down,down
4116,8,at,at
4116,9,the,the
4116,10,table,table
4116,11,.,
4118,0,“,
4118,1,You,you
4118,2,always,always
4118,3,look,look
4118,4,so,so
4118,5,cool,cool
4118,6,",",
4118,7,”,
4118,8,she,she
4118,9,repeated,repeated
4118,10,.,
4120,0,She,she
4120,1,had,had
4120,2,told,told
4120,3,him,him
4120,4,that,that
4120,5,she,she
4120,6,loved,loved
4120,7,him,him
4120,8,",",
4120,9,and,and
4120,10,Tom,tom
4120,11,Buchanan,buchanan
4120,12,saw,saw
4120,13,.,
4120,14,He,he
4120,15,was,was
4121,0,astounded,astounded
4121,1,.,
4121,2,His,his
4121,3,mouth,mouth
4121,4,opened,opened
4121,5,a,a
4121,6,little,little
4121,7,",",
4121,8,and,and
4121,9,he,he
4121,10,looked,looked
4121,11,at,at
4121,12,Gatsby,gatsby
4121,13,",",
4121,14,and,and
4122,0,then,then
4122,1,back,back
4122,2,at,at
4122,3,Daisy,daisy
4122,4,as,as
4122,5,if,if
4122,6,he,he
4122,7,had,had
4122,8,just,just
4122,9,recognized,recognized
4122,10,her,her
4122,11,as,as
4122,12,someone,someone
4122,13,he,he
4122,14,knew,knew
4123,0,a,a
4123,1,long,long
4123,2,time,time
4123,3,ago,ago
4123,4,.,
4125,0,“,
4125,1,You,you
4125,2,resemble,resemble
4125,3,the,the
4125,4,advertisement,advertisement
4125,5,of,of
4125,6,the,the
4125,7,man,man
4125,8,",",
4125,9,”,
4125,10,she,she
4125,11,went,went
4125,12,on,on
4125,13,innocently,innocently
4125,14,.,
4126,0,“,
4126,1,You,you
4126,2,know,know
4126,3,the,the
4126,4,advertisement,advertisement
4126,5,of,of
4126,6,the,the
4126,7,man—,man
4126,8,”,
4128,0,“,
4128,1,All,all
4128,2,right,right
4128,3,",",
4128,4,”,
4128,5,broke,broke
4128,6,in,in
4128,7,Tom,tom
4128,8,quickly,quickly
4128,9,",",
4128,10,“,
4128,11,I,i
4128,12,’,
4128,13,m,m
